epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,5233.87,0.60659,0.36772,0.98778,0.99895,1,0.995,0.92067,0.43295,0.26078,0.84884,0.007723,0.007723,0.007723
25,5434.48,0.60688,0.35981,0.98315,0.99877,1,0.995,0.92709,0.4139,0.26357,0.84965,0.007624,0.007624,0.007624
26,5637.81,0.61686,0.36261,0.99494,0.99904,1,0.995,0.91912,0.4254,0.24856,0.84474,0.007525,0.007525,0.007525
27,5874.79,0.60127,0.35126,0.99145,0.99826,1,0.995,0.91746,0.41375,0.25229,0.84387,0.007426,0.007426,0.007426
28,6102.29,0.60495,0.36015,0.98867,0.99719,0.99777,0.995,0.93113,0.41683,0.25642,0.84752,0.007327,0.007327,0.007327
29,6290.52,0.59858,0.34555,0.99305,0.99915,1,0.995,0.92171,0.42044,0.25494,0.84688,0.007228,0.007228,0.007228
30,6516.38,0.58893,0.33731,0.98986,0.99902,1,0.995,0.91926,0.40254,0.23951,0.84296,0.007129,0.007129,0.007129
31,6707.6,0.56547,0.32946,0.97318,0.99636,0.99786,0.995,0.93386,0.39303,0.23513,0.8359,0.00703,0.00703,0.00703
32,6932.84,0.58242,0.33562,0.96761,0.99832,1,0.995,0.93171,0.39793,0.24076,0.83593,0.006931,0.006931,0.006931
33,7161.25,0.58152,0.33193,0.97367,0.99921,1,0.995,0.93357,0.39147,0.22692,0.83288,0.006832,0.006832,0.006832
34,7386.51,0.57207,0.32424,0.97802,0.99895,1,0.995,0.93322,0.39942,0.237,0.83277,0.006733,0.006733,0.006733
35,7610.68,0.57088,0.32834,0.97208,0.99433,1,0.995,0.93029,0.39448,0.23228,0.83714,0.006634,0.006634,0.006634
36,7834.31,0.57146,0.3263,0.97051,0.99906,1,0.995,0.93069,0.39056,0.22341,0.82843,0.006535,0.006535,0.006535
37,8030.89,0.55504,0.31545,0.96356,0.9989,1,0.995,0.93556,0.37657,0.2208,0.82537,0.006436,0.006436,0.006436
38,8247.21,0.56088,0.31259,0.95237,0.99912,1,0.995,0.93292,0.36883,0.21348,0.82168,0.006337,0.006337,0.006337
39,8444.73,0.56513,0.32325,0.97643,0.99619,1,0.995,0.92881,0.39325,0.2248,0.83778,0.006238,0.006238,0.006238
40,8660.05,0.55407,0.31498,0.96097,0.9989,1,0.995,0.93298,0.37942,0.21386,0.82876,0.006139,0.006139,0.006139
41,8856.15,0.55485,0.30935,0.97087,0.9991,1,0.995,0.93198,0.40391,0.21917,0.83485,0.00604,0.00604,0.00604
42,9083.63,0.55881,0.31654,0.9721,0.99869,1,0.995,0.93253,0.38586,0.22163,0.82867,0.005941,0.005941,0.005941
43,9287.6,0.56388,0.31921,0.97174,0.99901,1,0.995,0.93021,0.38593,0.22339,0.833,0.005842,0.005842,0.005842
44,9459.82,0.53817,0.30432,0.95828,0.99886,1,0.995,0.93687,0.37919,0.21416,0.82713,0.005743,0.005743,0.005743
45,9673.44,0.55082,0.30964,0.9674,0.99862,1,0.995,0.93137,0.38681,0.21351,0.83119,0.005644,0.005644,0.005644
46,9899.91,0.53749,0.30232,0.96141,0.99881,1,0.995,0.94056,0.37109,0.20227,0.82544,0.005545,0.005545,0.005545
47,10090.9,0.53502,0.29934,0.95887,0.99899,1,0.995,0.94311,0.36878,0.20998,0.82111,0.005446,0.005446,0.005446
48,10297.3,0.54714,0.30515,0.95789,0.99901,1,0.995,0.93488,0.38458,0.20796,0.82471,0.005347,0.005347,0.005347
49,10496.8,0.52988,0.29412,0.94311,0.99883,1,0.995,0.93921,0.36788,0.20464,0.81839,0.005248,0.005248,0.005248
50,10714,0.52256,0.29779,0.95726,0.99908,1,0.995,0.93862,0.36225,0.20554,0.82505,0.005149,0.005149,0.005149
51,10901,0.52537,0.29586,0.95525,0.99854,1,0.995,0.94846,0.35117,0.20427,0.81501,0.00505,0.00505,0.00505
52,11118.6,0.5272,0.28834,0.95437,0.99899,1,0.995,0.94244,0.36548,0.19484,0.81931,0.004951,0.004951,0.004951
53,11309.3,0.53052,0.28708,0.95933,0.99912,1,0.995,0.93901,0.36838,0.19826,0.82008,0.004852,0.004852,0.004852
54,11521.2,0.51404,0.28533,0.94919,0.99915,1,0.995,0.94411,0.35745,0.19315,0.81449,0.004753,0.004753,0.004753
55,11716.2,0.50908,0.27651,0.94125,0.9991,1,0.995,0.9459,0.34909,0.19239,0.81156,0.004654,0.004654,0.004654
56,11941.9,0.51473,0.28124,0.93748,0.99898,1,0.995,0.94269,0.35472,0.19413,0.81691,0.004555,0.004555,0.004555
57,12107.8,0.51966,0.28545,0.96075,0.99916,1,0.995,0.94099,0.35125,0.1865,0.8154,0.004456,0.004456,0.004456
58,12332.4,0.5121,0.2781,0.95003,0.99283,1,0.995,0.94585,0.35096,0.19749,0.81778,0.004357,0.004357,0.004357
59,12525.1,0.51182,0.27675,0.94838,0.99884,1,0.995,0.94445,0.35124,0.1939,0.81519,0.004258,0.004258,0.004258
60,12740.5,0.50597,0.27062,0.94018,0.99869,1,0.995,0.94231,0.36232,0.18701,0.81759,0.004159,0.004159,0.004159
61,12958.8,0.51203,0.27712,0.94777,0.99882,1,0.995,0.94554,0.3574,0.18266,0.81273,0.00406,0.00406,0.00406
62,13183.3,0.51156,0.27316,0.94639,0.99886,1,0.995,0.94378,0.35652,0.18526,0.81636,0.003961,0.003961,0.003961
63,13403.3,0.50012,0.26864,0.94022,0.99899,1,0.995,0.95143,0.33591,0.18744,0.80741,0.003862,0.003862,0.003862
64,13626.3,0.50528,0.27143,0.94897,0.99886,1,0.995,0.94649,0.3435,0.17868,0.81354,0.003763,0.003763,0.003763
65,13783.2,0.48854,0.26482,0.93296,0.9988,1,0.995,0.94614,0.35313,0.18585,0.8138,0.003664,0.003664,0.003664
66,13982.9,0.50079,0.26788,0.9471,0.99908,1,0.995,0.94761,0.34334,0.17681,0.81466,0.003565,0.003565,0.003565
67,14202.8,0.49433,0.26534,0.93124,0.99891,1,0.995,0.94856,0.35053,0.18739,0.81675,0.003466,0.003466,0.003466
68,14423.3,0.48533,0.25778,0.93326,0.99907,1,0.995,0.95328,0.3331,0.17352,0.8093,0.003367,0.003367,0.003367
69,14610.3,0.48738,0.26193,0.94309,0.99914,1,0.995,0.94927,0.33496,0.17484,0.81122,0.003268,0.003268,0.003268
70,14831.7,0.47735,0.2552,0.92458,0.99908,1,0.995,0.94943,0.33275,0.18399,0.80963,0.003169,0.003169,0.003169
71,15023.6,0.479,0.2504,0.93294,0.99953,1,0.995,0.94917,0.3349,0.17354,0.81048,0.00307,0.00307,0.00307
72,15253.5,0.4739,0.24871,0.92894,0.9994,1,0.995,0.95479,0.32509,0.16966,0.80653,0.002971,0.002971,0.002971
73,15459.8,0.48254,0.25845,0.93465,0.99956,1,0.995,0.95352,0.3232,0.16493,0.80824,0.002872,0.002872,0.002872
74,15680.6,0.48333,0.25334,0.92863,0.99913,1,0.995,0.95004,0.33179,0.17662,0.80889,0.002773,0.002773,0.002773
75,15847,0.46268,0.24755,0.9176,0.99899,1,0.995,0.95365,0.332,0.17319,0.81044,0.002674,0.002674,0.002674
76,16063.5,0.47155,0.24642,0.92563,0.99903,1,0.995,0.95564,0.32579,0.16546,0.80656,0.002575,0.002575,0.002575
77,16272.8,0.47019,0.2456,0.92349,0.99904,1,0.995,0.95351,0.32133,0.15975,0.80339,0.002476,0.002476,0.002476
78,16491.7,0.47246,0.24753,0.9268,0.99947,1,0.995,0.95344,0.31938,0.16437,0.80509,0.002377,0.002377,0.002377
79,16678.4,0.45568,0.23782,0.91547,0.99905,1,0.995,0.94982,0.3222,0.16342,0.80644,0.002278,0.002278,0.002278
80,16906.2,0.46337,0.24292,0.92847,0.99896,1,0.995,0.955,0.32781,0.1678,0.80887,0.002179,0.002179,0.002179
81,17100.1,0.46005,0.2374,0.9289,0.99896,1,0.995,0.95089,0.32426,0.162,0.80593,0.00208,0.00208,0.00208
82,17287.7,0.46517,0.24107,0.92518,0.99888,1,0.995,0.95475,0.32472,0.15841,0.80357,0.001981,0.001981,0.001981
83,17487.7,0.44992,0.23049,0.91913,0.99899,1,0.995,0.95146,0.31855,0.15569,0.80259,0.001882,0.001882,0.001882
84,17710.1,0.44861,0.23217,0.91045,0.99906,1,0.995,0.95213,0.32846,0.16198,0.80608,0.001783,0.001783,0.001783
85,17929.2,0.44976,0.23534,0.91895,0.99917,1,0.995,0.95308,0.31795,0.15926,0.80394,0.001684,0.001684,0.001684
86,18151.5,0.44999,0.22764,0.91864,0.99906,1,0.995,0.95497,0.3202,0.15457,0.80465,0.001585,0.001585,0.001585
87,18335.2,0.45225,0.22834,0.91957,0.99903,1,0.995,0.95626,0.31802,0.15181,0.80626,0.001486,0.001486,0.001486
88,18551.8,0.44027,0.2261,0.91535,0.99911,1,0.995,0.95739,0.32162,0.14967,0.80661,0.001387,0.001387,0.001387
89,18742.8,0.45016,0.22495,0.91724,0.99903,1,0.995,0.9569,0.31399,0.15058,0.80469,0.001288,0.001288,0.001288
90,18970.5,0.44204,0.22224,0.91214,0.99909,1,0.995,0.95845,0.31483,0.14976,0.80408,0.001189,0.001189,0.001189
91,19188.8,0.34896,0.17227,0.82929,0.99895,1,0.995,0.95375,0.31397,0.15685,0.80164,0.00109,0.00109,0.00109
92,19402,0.34587,0.17135,0.82053,0.99916,1,0.995,0.95625,0.31809,0.15533,0.80393,0.000991,0.000991,0.000991
93,19617.6,0.34573,0.17325,0.82569,0.99906,1,0.995,0.95352,0.31339,0.15497,0.80247,0.000892,0.000892,0.000892
94,19843.1,0.34236,0.16733,0.81881,0.99924,1,0.995,0.95588,0.31456,0.15163,0.80194,0.000793,0.000793,0.000793
95,20072,0.34111,0.16646,0.82148,0.99906,1,0.995,0.95612,0.31195,0.14978,0.80167,0.000694,0.000694,0.000694
96,20274.7,0.33788,0.16328,0.82428,0.99898,1,0.995,0.95568,0.31,0.15543,0.79979,0.000595,0.000595,0.000595
97,20486.5,0.33612,0.16084,0.82503,0.99909,1,0.995,0.95749,0.31018,0.14999,0.79891,0.000496,0.000496,0.000496
98,20702.3,0.33287,0.1597,0.82446,0.99918,1,0.995,0.95823,0.30108,0.15922,0.79818,0.000397,0.000397,0.000397
99,20901.3,0.33066,0.1568,0.81941,0.99947,1,0.995,0.95881,0.3031,0.14524,0.79863,0.000298,0.000298,0.000298
100,21127.5,0.32481,0.1523,0.81688,0.99953,1,0.995,0.95979,0.30139,0.15161,0.79813,0.000199,0.000199,0.000199
